audit_version,workflow_run_id,workflow_run_url,upstream_conclusion,upstream_event,head_sha,head_branch,created_at_utc,updated_at_utc,duration_seconds,intended_date_jst,report_date,app_version,execution_mode,workflow_status,run_health,release_status,market_data_freshness,latest_price_date,current_day_price_ratio,state_update_executed,p0_alerts,p1_alerts,strategy_fingerprint,fingerprint_present,report_present,heartbeat_present,evidence_audit_present,evidence_stamped_rows,evidence_fingerprint_matches,recovery_audit_present,recovery_status,recovery_complete,maintenance_present,maintenance_status,maintenance_failures,ranking_present,ranking_rows,ranking_date_rows,ranking_duplicate_count,ranking_fingerprint_matches,market_temperature_present,market_temperature_duplicate_count,workbook_universe_count,workbook_scan_count,workbook_success_count,workbook_failure_count,retrieval_coverage,notification_present,artifact_file_count,artifact_fingerprint,full_state_update,audit_status,audit_failures
2026-07-12-daily-production-audit-v1,29243611472,https://github.com/M-Osugi1230/momentum-chimpan/actions/runs/29243611472,success,schedule,6555249fe1c6f7f258499937eb637cc22e4a2c1f,main,2026-07-13T10:41:11Z,2026-07-13T10:58:37Z,1046.0,2026-07-13,2026-07-13,2026-07-11-dashboard-relative-strength-lifecycle-v19,RESEARCH_AND_PAPER_ONLY,SUCCESS,PASS,RESEARCH,FRESH,2026-07-13,0.9898931562229281,True,0,0,c5397894cc4a67a1f5efe1131a990f0d3508f28dc15f23dc0e50671e6f5de05c,True,True,True,True,3463,True,True,SEALED,True,True,PASS,0,True,24349,3463,0,True,True,0,3543,3543,3543,0,1.0,False,34,ce7d519c7d3ab9284dd7fca5a5224ecbee3389d5fc010e9de28649523b3b0c77,True,PASS,
